time,price
1307491200,29.64085384615385
1307577600,28.9407
1307664000,23.86174117647059
1307750400,14.651199999999998
1307836800,18.71959
1307923200,19.409272222222214
1308009600,19.32056428571429
1308096000,19.49
1308182400,17.363817999999995
1308268800,15.834064285714286
1308355200,16.876666666666665
1308441600,17.405467272497287
1308528000,17.4795582704942
1308614400,17.850482972780885
1308700800,17.906287114865226
1308787200,18.16839759701135
1308873600,18.585396059959713
1308960000,17.943275642315022
1309046400,16.366438571428574
1309132800,16.750066666666665
1309219200,16.943002500000002
1309305600,16.899833333333333
1309392000,16.153598125000002
1309478400,15.363328181818185
1309564800,15.4
1309651200,15.440396666666668
1309737600,13.820056
1309824000,12.886805625
1309910400,14.767071111111115
1309996800,14.770078461538462
1310083200,14.313770000000002
1310169600,14.3775
1310256000,14.74739
1310342400,14.210998421052633
1310428800,14.01648166666667
1310515200,13.954294285714285
1310601600,13.997809
1310688000,13.81
1310774400,13.719048571428573
1310860800,13.167918750000005
1310947200,13.423071481481482
1311033600,13.84199375
1311120000,13.693134848484846
1311206400,13.612104
1311292800,13.69542
1311379200,13.68
1311465600,13.98001
1311552000,14.0026
1311638400,13.88117
1311724800,13.9076
1311811200,13.481906666666667
1311897600,13.514396363636365
1311984000,13.53281315789474
1312070400,13.379893333333333
1312156800,13.095602000000005
1312243200,12.060019
1312329600,9.26005
1312416000,10.743663333333332
1312502400,9.7726675
1312588800,6.511275454545455
1312675200,8.166288292682923
1312761600,7.8298549999999985
1312848000,9.74886068965517
1312934400,10.01468625
1313020800,9.45624
1313107200,9.460339999999999
1313193600,10.123339655172405
1313280000,10.744264615384619
1313366400,11.138136
1313452800,10.958955
1313539200,10.993066666666667
1313625600,10.847017692307693
1313712000,11.65
1313798400,11.450997999999998
1313884800,11.323212000000002
1313971200,10.940764736842107
1314057600,10.927407
1314144000,10.8506
1314230400,9.684139710144926
1314316800,8.179189444444445
1314403200,8.5902
1314489600,9.078464285714286
1314576000,8.96809375
1314662400,8.795466000000001
1314748800,8.22353625
1314835200,8.228883750000001
1314921600,8.62278
1315008000,8.479
1315094400,8.17871357142857
1315180800,7.629207142857145
1315267200,6.864676666666665
1315353600,7.186077777777778
1315440000,6.5331220000000005
1315526400,5.05558
1315612800,4.764342000000001
1315699200,5.914224166666667
1315785600,6.061434285714286
1315872000,5.8
1315958400,5.619543333333333
1316044800,4.805915714285715
1316131200,4.811
1316217600,4.7647
1316304000,5.2382333333333335
1316390400,5.462770769230769
1316476800,6.114797272727272
1316563200,5.660935625
1316649600,5.473564
1316736000,5.557576363636364
1316822400,5.4715266666666675
1316908800,5.331829999999999
1316995200,4.86916
1317081600,4.709366666666667
1317168000,4.7093475
1317254400,4.7846224999999984
1317340800,5.149056666666667
1317427200,5.0181025
1317513600,5.02701
1317600000,5.02401
1317686400,4.96
1317772800,4.879936666666667
1317859200,4.734425
1317945600,4.2728
1318032000,4.00587
1318118400,4.10288
1318204800,4.086946666666667
1318291200,3.9591533333333335
1318377600,4.15
1318464000,4.04615
1318550400,3.98794
1318636800,3.848035
1318723200,3.5723744444444443
1318809600,2.5544640000000003
1318896000,2.409323333333333
1318982400,2.2622557142857147
1319068800,2.348005
1319155200,2.562545
1319241600,3.138733333333333
1319328000,3.16469030083056
1319414400,2.538475833333333
1319500800,2.773611666666667
1319587200,2.7730099999999998
1319673600,3.0401142105263164
1319760000,3.185198
1319846400,3.56826
1319932800,3.2624975
1320019200,3.243748333333333
1320105600,3.1637619999999997
1320192000,3.253693333333333
1320278400,3.1555
1320364800,3.05545
1320451200,2.972505
1320537600,2.959772
1320624000,3.0061166666666668
1320710400,3.0456833333333333
1320796800,2.9482128571428565
1320883200,2.8477188461538465
1320969600,3.0735269230769235
1321056000,3.03099
1321142400,2.99599
1321228800,2.1422394871794865
1321315200,2.324486197288458
1321401600,2.567874444444445
1321488000,2.25
1321574400,2.0510271428571434
1321660800,2.1994325
1321747200,2.1998700000000007
1321833600,2.28936
1321920000,2.326955
1322006400,2.332055
1322092800,2.427627826086956
1322179200,2.493312857142857
1322265600,2.47003
1322352000,2.4769754545454545
1322438400,2.5472952941176468
1322524800,2.750195
1322611200,2.9443099999999998
1322697600,3.068399583333333
1322784000,3.1109315384615384
1322870400,2.7837090243902427
1322956800,2.8280966666666667
1323043200,2.85107
1323129600,3.0335100000000006
1323216000,2.9737285714285715
1323302400,2.988714000000001
1323388800,2.962285
1323475200,3.05437625
1323561600,3.25089125
1323648000,3.1458730000000004
1323734400,3.2499
1323820800,3.147667777777777
1323907200,3.201991666666667
1323993600,3.206595
1324080000,3.2000233333333328
1324166400,3.192505
1324252800,3.5238750000000003
1324339200,3.981072424242424
1324425600,3.8821
1324512000,3.908236249999999
1324598400,3.94678
1324684800,3.94
1324771200,4.225
1324857600,4.011599411764705
1324944000,4.107745
1325030400,4.183901479291041
1325116800,4.166566666666666
1325203200,4.2478428571428575
1325289600,4.721629090909091
1325376000,5.27839909090909
1325462400,5.21678
1325548800,4.883427777777778
1325635200,5.58749
1325721600,6.982924814814817
1325808000,6.696863333333334
1325894400,6.811656666666668
1325980800,7.13009076923077
1326067200,6.3162949999999976
1326153600,6.449687599999999
1326240000,6.899966666666668
1326326400,6.797846666666668
1326412800,6.413502074303406
1326499200,6.750014999999999
1326585600,7.0275609090909095
1326672000,6.648461904761903
1326758400,5.56730760869565
1326844800,5.9170500000000015
1326931200,6.3543171428571465
1327017600,6.37286
1327104000,6.165864
1327190400,6.3065940000000005
1327276800,6.343111578947367
1327363200,6.2675833333333335
1327449600,5.795209444444442
1327536000,5.335037058823528
1327622400,5.288307142857144
1327708800,5.630534444444443
1327795200,5.38777
1327881600,5.490466666666666
1327968000,5.4956314285714285
1328054400,6.07439125
1328140800,6.100066666666666
1328227200,5.95465
1328313600,5.872845
1328400000,5.684396666666667
1328486400,5.48982
1328572800,5.633037777777778
1328659200,5.59998
1328745600,5.839615431034474
1328832000,5.9169264
1328918400,5.6005
1329004800,5.51468
1329091200,5.2851921875
1329177600,4.433381818181816
1329264000,4.271745454545455
1329350400,4.26945
1329436800,4.39621
1329523200,4.2372890909090914
1329609600,4.3784025
1329696000,4.3729900000000015
1329782400,4.3025400000000005
1329868800,4.446645833333334
1329955200,5.019525199999999
1330041600,5.02920125
1330128000,4.7802454545454545
1330214400,4.9259825
1330300800,4.959988
1330387200,4.862755
1330473600,4.860007083333335
1330560000,4.92133
1330646400,4.71674142857143
1330732800,4.617961428571427
1330819200,4.825593333333333
1330905600,4.978101428571429
1330992000,4.9941958333333325
1331078400,4.922407499999999
1331164800,4.93016
1331251200,4.862108
1331337600,4.46
1331424000,4.882311538461538
1331510400,4.903366666666667
1331596800,5.274977999999999
1331683200,5.386665000000002
1331769600,5.197815
1331856000,5.34374
1331942400,5.180602500000001
1332028800,5.279683333333334
1332115200,4.6945440000000005
1332201600,4.8374558333333315
1332288000,4.80403
1332374400,4.7301400000000005
1332460800,4.675243333333333
1332547200,4.6669599999999996
1332633600,4.5500099999999986
1332720000,4.621338333333333
1332806400,4.810291537920626
1332892800,4.8102475
1332979200,4.756541363636363
1333065600,4.8591425
1333152000,4.8943925
1333238400,4.8207049999999985
1333324800,4.980836000000001
1333411200,4.952
1333497600,4.920066666666667
1333584000,4.919
1333670400,4.9333922222222215
1333756800,4.681678461538461
1333843200,4.794499999999998
1333929600,4.850681428571427
1334016000,4.833646666666667
1334102400,4.928101666666668
1334188800,4.90060875
1334275200,4.936494705882354
1334361600,4.96381
1334448000,4.968925833333332
1334534400,4.94573
1334620800,4.974027142857142
1334707200,5.1133
1334793600,5.1059575000000015
1334880000,5.367622000000001
1334966400,5.2347825
1335052800,5.203516666666666
1335139200,4.9993401395352315
1335225600,5.09822
1335312000,5.1318199999999985
1335398400,5.0976550000000005
1335484800,5.104490196078428
1335571200,4.9793
1335657600,4.88741
1335744000,4.936656000000001
1335830400,4.99750857142857
1335916800,5.03139375
1336003200,5.100782499999999
1336089600,5.0675050000000015
1336176000,5.0766175
1336262400,5.04991
1336348800,5.073795
1336435200,5.04494
1336521600,4.98185
1336608000,4.863997236842108
1336694400,4.953752
1336780800,4.9461900000000005
1336867200,4.92996
1336953600,5.007936428571427
1337040000,5.03501
1337126400,5.052466666666667
1337212800,5.0884583333333335
1337299200,5.11801
1337385600,5.1096499999999985
1337472000,5.09002
1337558400,5.089795
1337644800,5.0830275
1337731200,5.132372500000002
1337817600,5.11904
1337904000,5.135513333333333
1337990400,5.103236666666667
1338076800,5.1044800000000015
1338163200,5.1358
1338249600,5.14997
1338336000,5.134995
1338422400,5.191893846153846
1338508800,5.257021428571427
1338595200,5.24898
1338681600,5.207307777777777
1338768000,5.259519999999999
1338854400,5.4058790494853435
1338940800,5.461776666666666
1339027200,5.591628
1339113600,5.631736666666666
1339200000,5.55997
1339286400,5.46525
1339372800,5.581583333333334
1339459200,5.7100133333333325
1339545600,5.920347499999999
1339632000,5.964776315789472
1339718400,6.532364516129032
1339804800,6.43582
1339891200,6.17805125
1339977600,6.294876808510639
1340064000,6.498756666666666
1340150400,6.6717150000000025
1340236800,6.6615142857142855
1340323200,6.5253525
1340409600,6.439432000000003
1340496000,6.350021666666668
1340582400,6.308441428571429
1340668800,6.4195
1340755200,6.622337272727273
1340841600,6.605946666666667
1340928000,6.6512055555555545
1341014400,6.689967499999999
1341100800,6.628989999999999
1341187200,6.7600609090909085
1341273600,6.449972
1341360000,6.5101
1341446400,6.658883333333333
1341532800,6.6287400000000005
1341619200,6.7784274999999985
1341705600,6.79898
1341792000,6.9465625
1341878400,7.199859999999998
1341964800,7.167266666666667
1342051200,7.688739230769229
1342137600,7.646275
1342224000,7.544697999999999
1342310400,7.621010000000001
1342396800,8.478222222222222
1342483200,8.747044166666667
1342569600,9.087988571428571
1342656000,8.858418333333333
1342742400,8.538545
1342828800,8.84553
1342915200,8.433048
1343001600,8.444405714285713
1343088000,8.562244999999999
1343174400,8.801195
1343260800,8.890338181818182
1343347200,8.9
1343433600,8.853267500000001
1343520000,8.709648888888887
1343606400,9.085184444444444
1343692800,9.321236874999997
1343779200,9.504267500000001
1343865600,10.573568846153846
1343952000,10.8454475
1344038400,10.904964000000005
1344124800,10.844743333333335
1344211200,10.841448
1344297600,10.951328521408579
1344384000,11.06151
1344470400,11.127167857142858
1344556800,11.362767142857145
1344643200,11.51378333333333
1344729600,11.62340818181818
1344816000,12.02189375
1344902400,12.185994
1344988800,13.24609681818182
1345075200,13.476283333333335
1345161600,11.679850689655176
1345248000,11.40391125
1345334400,7.920336249999999
1345420800,10.073154202864243
1345507200,9.906821111111112
1345593600,9.763395
1345680000,10.0999925
1345766400,10.613777777777775
1345852800,10.555836666666666
1345939200,10.556
1346025600,10.928728333333332
1346112000,10.868043333333333
1346198400,10.866303333333335
1346284800,10.772274000000001
1346371200,10.12176
1346457600,9.97696
1346544000,10.206460000000002
1346630400,10.528666666666666
1346716800,10.36613
1346803200,10.976521111111113
1346889600,11.18497
1346976000,11.003323333333334
1347062400,11.038995
1347148800,11.073326666666668
1347235200,11.127033333333333
1347321600,11.2258135
1347408000,11.3389225
1347494400,11.373003333333335
1347580800,11.7316
1347667200,11.682625
1347753600,11.863090555555553
1347840000,11.897081666666665
1347926400,12.294733333333333
1348012800,12.521989999999999
1348099200,12.337124285714285
1348185600,12.344472857142858
1348272000,12.2159
1348358400,12.0983275
1348444800,12.09198
1348531200,12.134418
1348617600,12.33285857142857
1348704000,12.317598333333335
1348790400,12.28
1348876800,12.363095
1348963200,12.37475
1349049600,12.047820654016881
1349136000,12.693781666666665
1349222400,12.9395
1349308800,12.766666666666666
1349395200,12.7
1349481600,12.505
1349568000,11.815475
1349654400,11.754278333333332
1349740800,11.883887142857144
1349827200,12.094166666666665
1349913600,12.03
1350000000,11.923916666666674
1350086400,11.865472857142858
1350172800,11.728699230769232
1350259200,11.801467777777773
1350345600,11.81490142857143
1350432000,11.923778333333333
1350518400,11.916797777777774
1350604800,11.765486629213502
1350691200,11.70436789473684
1350777600,11.660545
1350864000,11.732331666666667
1350950400,11.7110025
1351036800,11.64999
1351123200,10.754429
1351209600,10.17753181818182
1351296000,10.321827857142855
1351382400,10.68099
1351468800,10.59333
1351555200,10.846225
1351641600,11.038845714285717
1351728000,10.588944699114066
1351814400,10.415661304347829
1351900800,10.6425
1351987200,10.823336666666668
1352073600,10.705152857142858
1352160000,10.831798999999998
1352246400,10.875523333333335
1352332800,10.855767777777777
1352419200,10.815263157894735
1352505600,10.875083999999998
1352592000,10.53394
1352678400,10.9172
1352764800,10.881670588235293
1352851200,10.94934
1352937600,11.120750384615386
1353024000,11.744632
1353110400,11.788836999999996
1353196800,11.606691818181815
1353283200,11.76062
1353369600,11.66508
1353456000,11.697982666666665
1353542400,12.32543923076923
1353628800,12.33623153846154
1353715200,12.370765
1353801600,12.50539
1353888000,12.221585
1353974400,12.187300000000002
1354060800,12.296015833333335
1354147200,12.45
1354233600,12.55498
1354320000,12.578930297707243
1354406400,12.4360175
1354492800,12.654310844398156
1354579200,13.41
1354665600,13.201336666666664
1354752000,13.357560006819973
1354838400,13.455864444444439
1354924800,13.5414715
1355011200,13.348245714285715
1355097600,13.461103846153845
1355184000,13.605317586206901
1355270400,13.646908214285714
1355356800,13.728511052631578
1355443200,13.604542499999999
1355529600,13.510539047619051
1355616000,13.395528571428573
1355702400,13.23335
1355788800,13.25036589147287
1355875200,13.530313333333332
1355961600,13.555235
1356048000,13.323996
1356134400,13.402473333333335
1356220800,13.335932000000001
1356307200,13.1285
1356393600,13.37277
1356480000,13.456875000000002
1356566400,13.342924545454547
1356652800,13.420328571428572
1356739200,13.34399
1356825600,13.45713
1356912000,13.512004999999998
1356998400,13.220000000000002
1357084800,13.034
1357171200,13.190000000000001
1357257600,13.174000000000001
1357344000,13.15
1357430400,13.15
1357516800,13.2
1357603200,13.5
1357689600,13.580000000000002
1357776000,14.000000000000004
1357862400,14
1357948800,13.89
1358035200,13.64
1358121600,14.046000000000001
1358208000,14.214000000000002
1358294400,14.530000000000001
1358380800,15.34
1358467200,15.566000000000003
1358553600,15.38
1358640000,15.5
1358726400,16.588
1358812800,17.35
1358899200,17.5
1358985600,17.29
1359072000,17.49
1359158400,17.411405772
1359244800,17.6
1359331200,18.67
1359417600,19.35
1359504000,19.45
1359590400,20.46
1359676800,20.363142521
1359763200,19.821209783
1359849600,20.296
1359936000,20.3
1360022400,20.512
1360108800,20.91
1360195200,21.71
1360281600,22.400970678
1360368000,23.133565506
1360454400,23.660000000000004
1360540800,23.94
1360627200,25.466
1360713600,25.089999999999996
1360800000,27.4
1360886400,27
1360972800,27.5
1361059200,26.98
1361145600,26.920000000000005
1361232000,29.389999999999997
1361318400,30.031999999999993
1361404800,30
1361491200,30.4
1361577600,29.54
1361664000,29.78
1361750400,30.43
1361836800,31.1
1361923200,31.393769999999996
1362009600,33.49101492460001
1362096000,34.552
1362182400,34.16
1362268800,34.33
1362355200,36.548158722
1362441600,40.949999999999996
1362528000,42.4250868578
1362614400,41.6804369272
1362700800,43.76
1362787200,46
1362873600,45.29
1362960000,48.25
1363046400,44.84
1363132800,46.99
1363219200,46.95
1363305600,47.056
1363392000,46.735095501
1363478400,47.08816512040001
1363564800,50.4324924394
1363651200,59.40999999999999
1363737600,64.45797156040001
1363824000,72.23
1363910400,69.9
1363996800,63.9
1364083200,70.388
1364169600,75.11
1364256000,79.81
1364342400,89.3
1364428800,88.976531972
1364515200,90
1364601600,92.2521875764
1364688000,96.1491459096
1364774400,104.70599999999999
1364860800,115.803181554
1364947200,132.54567795
1365033600,134.94032495599998
1365120000,141.78941638999999
1365206400,141
1365292800,164.96912500000002
1365379200,185.21723709000003
1365465600,229.47235258199998
1365552000,160.082621718
1365638400,81.2033201272
1365724800,108.311396838
1365811200,92.8058935256
1365897600,91.11
1365984000,74
1366070400,67.9798189258
1366156800,89.88799999999999
1366243200,109.05463468
1366329600,117.86900352799998
1366416000,126.363163676
1366502400,117.612451752
1366588800,123.944
1366675200,137.034
1366761600,149.4
1366848000,141.892
1366934400,137.32
1367020800,128.749986266
1367107200,135.288855642
1367193600,143.29557655399998
1367280000,139.584
1367366400,116.75
1367452800,106.435208518
1367539200,97.959073549
1367625600,112.830658892
1367712000,116.829559784
1367798400,112.5799
1367884800,110.939616114
1367971200,113.50619419
1368057600,111.644
1368144000,117.882657834
1368230400,115.39099999999999
1368316800,114.5
1368403200,115.928315862
1368489600,107.06204360199999
1368576000,108.59263393400002
1368662400,113.320324916
1368748800,117.45716305199998
1368835200,118.4838
1368921600,116.38
1369008000,117.599041804
1369094400,117.348
1369180800,119.07552183600001
1369267200,123.83527744400001
1369353600,128.66391794400002
1369440000,128.88057261
1369526400,130.002080756
1369612800,126.247715494
1369699200,125.8736908
1369785600,130.25148722199998
1369872000,126.96199999999999
1369958400,127.88138951199998
1370044800,128.737533108
1370131200,122.34617757000001
1370217600,123.15253922
1370304000,120.321727896
1370390400,121.19039534999999
1370476800,118.81145690400001
1370563200,110.31002074400001
1370649600,109.12055701599999
1370736000,99.6530898088
1370822400,104.314550266
1370908800,107.362
1370995200,106.01216110199998
1371081600,102.075927028
1371168000,99.22391874860003
1371254400,99.701081323
1371340800,98.9963649952
1371427200,100
1371513600,104.21250556
1371600000,105.2384867
1371686400,102.995886484
1371772800,101.578550412
1371859200,100
1371945600,100.41
1372032000,99.1983071558
1372118400,97.8348793632
1372204800,98.5186222374
1372291200,96.83983022980001
1372377600,89.8270149586
1372464000,88.98
1372550400,89.48303703719998
1372636800,83.866379937
1372723200,87.92027565880001
1372809600,77.8700280454
1372896000,79.2388480802
1372982400,67.0842065048
1373068800,66.1934263416
1373155200,73.7175890654
1373241600,74.14869562359999
1373328000,75.0001833866
1373414400,86.0265657156
1373500800,87.6346673952
1373587200,90.17199152959999
1373673600,91.6386140104
1373760000,90.042
1373846400,93.77187021220001
1373932800,91.5859280438
1374019200,91.072269566
1374105600,85.16284213280001
1374192000,86.4897668956
1374278400,84.936084413
1374364800,85.85354587460002
1374451200,85.60135641320001
1374537600,86.88681211480001
1374624000,88.331511862
1374710400,90.12030622519998
1374796800,89.98675950980001
1374883200,88.16
1374969600,92.51399999999998
1375056000,93.39
1375142400,96.7757675278
1375228800,98.232
1375315200,96.578561074
1375401600,95.83013763459999
1375488000,95.55000000000001
1375574400,96.38
1375660800,97.80096671999999
1375747200,97.688
1375833600,97.06288436099999
1375920000,94.2685705668
1376006400,92.292406246
1376092800,93.51
1376179200,94.144
1376265600,95.3870275228
1376352000,97.82929394779998
1376438400,99.1806789844
1376524800,98.10729879179999
1376611200,98.25
1376697600,99.76486319799999
1376784000,99.3
1376870400,102.85
1376956800,104.803518056
1377043200,110.43000000000002
1377129600,109.543050212
1377216000,107.70232008800001
1377302400,109.050068334
1377388800,113.173148148
1377475200,111.826038408
1377561600,117.70984706999998
1377648000,117.94199999999998
1377734400,118.54657146
1377820800,124.85496511599999
1377907200,128.36893722000002
1377993600,130.66799999999998
1378080000,130.07072
1378166400,129.179367224
1378252800,122.179969596
1378339200,122.619851268
1378425600,117.215590382
1378512000,119.922
1378598400,118.34
1378684800,121.243895666
1378771200,122.066102166
1378857600,127.30356871400002
1378944000,126.657381216
1379030400,127.578944306
1379116800,124.48999999999998
1379203200,125.341818674
1379289600,126.144560294
1379376000,126.89807517
1379462400,127.050300348
1379548800,124.15599999999999
1379635200,122.981812394
1379721600,123.404
1379808000,123.15527895400001
1379894400,122.64674409
1379980800,123.772
1380067200,123.29541168800002
1380153600,124.84045830800001
1380240000,126.858838722
1380326400,126.76026403200001
1380412800,127.01000000000002
1380499200,126.25
1380585600,127.49537500000001
1380672000,103.71981338600001
1380758400,117.57163172
1380844800,121.94000000000001
1380931200,121.25
1381017600,122.48999999999998
1381104000,123.58300197999999
1381190400,124.35379779999998
1381276800,125.9
1381363200,126.8
1381449600,127.4028133
1381536000,127.66401765200001
1381622400,132.546798864
1381708800,135.36291349799998
1381795200,144.037009566
1381881600,137.725951932
1381968000,143.925082672
1382054400,152.89
1382140800,166
1382227200,166.577402846
1382313600,180.04214545399998
1382400000,189.671875
1382486400,203.67647213
1382572800,194.20567046800002
1382659200,187.41013911199997
1382745600,179.56
1382832000,194.21404057
1382918400,196.15785163200002
1383004800,204.71721574
1383091200,198.241483734
1383177600,203.188263428
1383264000,202.66000000000003
1383350400,204.78066666799998
1383436800,209.97676905199995
1383523200,227.66147456
1383609600,242.853461094
1383696000,263.374069342
1383782400,290.83761704799997
1383868800,334.186408682
1383955200,334.87924823
1384041600,325.439078968
1384128000,343.79950985600004
1384214400,354.930332458
1384300800,394.190255216
1384387200,415.85714820000004
1384473600,413.605101372
1384560000,436.62648168000004
1384646400,474.85068540400005
1384732800,667.042706084
1384819200,540.536009962
1384905600,598.564391
1384992000,719.821885452
1385078400,796.079284704
1385164800,829.5318394279999
1385251200,804.06619701
1385337600,813.3048949680001
1385424000,916.060529778
1385510400,964.312489128
1385596800,1012.81292734
1385683200,1133.75527568
1385769600,1118.0154046600003
1385856000,953.1359506659999
1385942400,1041.96372376
1386028800,1054.16594214
1386115200,1134.39085984
1386201600,1026.00829634
