time,market_cap
1439006400,89835100.18623409
1439092800,55072452.79812666
1439179200,48788613.042786
1439265600,57453602.41862398
1439352000,80790167.32663517
1439438400,104558789.57857223
1439524800,145026549.33405373
1439611200,124819551.87887527
1439697600,99757425.64262255
1439784000,100335806.11619644
1439870400,87114443.49331631
1439956800,90781339.7568792
1440043200,98153846.73387909
1440129600,108548298.43338765
1440216000,103180011.42006761
1440302400,98496924.2992736
1440388800,94843318.22630405
1440475200,87069730.02112488
1440561600,83161368.86182894
1440648000,84646511.57335609
1440734400,85107512.08553104
1440820800,85669951.7500444
1440907200,92758004.01968743
1440993600,96698918.75424492
1441080000,99150965.7527513
1441166400,96542064.36037138
1441252800,92783074.08477895
1441339200,92725500.10425553
1441425600,95032818.1014963
1441512000,97485245.27909179
1441598400,93044930.3772088
1441684800,91480787.01916671
1441771200,89854780.50794935
1441857600,87164978.78625438
1441944000,76827540.5347673
1442030400,75309907.753248
1442116800,71840523.30360608
1442203200,66517232.46109054
1442289600,67558368.8180293
1442376000,67578946.46361332
1442462400,64173459.55149068
1442548800,63401081.92026601
1442635200,62589925.71671236
1442721600,65776712.48985459
1442808000,68056171.19826429
1442894400,65774633.034204334
1442980800,65881016.87410047
1443067200,63393563.03608152
1443153600,56716687.894943014
1443240000,54187555.674267925
1443326400,54952173.644470006
1443412800,47972830.697013915
1443499200,45679416.06160584
1443585600,49584491.92013466
1443672000,51287421.65527982
1443758400,49599761.171008915
1443844800,51245654.02045469
1443931200,50136894.058316015
1444017600,48875904.45350904
1444104000,46003520.24308626
1444190400,46795431.06397101
1444276800,44574700.969026096
1444363200,48709267.42794766
1444449600,47322811.5343047
1444536000,46613378.335698366
1444622400,47256999.32104462
1444708800,45483224.05594293
1444795200,42041796.77398172
1444881600,40052591.06494312
1444968000,40517114.156308286
1445054400,39842422.62403629
1445140800,39515869.2495635
1445227200,37142138.86508359
1445313600,36193369.87648734
1445400000,33037798.08928369
1445486400,34104484.95126084
1445572800,40856321.49605559
1445659200,40850894.29567371
1445745600,46403417.52245306
1445832000,47899556.02671788
1445918400,60528808.9426808
1446004800,65833872.56446245
1446091200,80008146.69151947
1446177600,84398508.45440453
1446264000,71763680.98780917
1446350400,71493437.63171382
1446440400,79014838.36289047
1446526800,74553574.87268147
1446613200,69052255.70153731
1446699600,69147439.680404
1446786000,67253104.93705846
1446872400,68033870.13857399
1446958800,71542937.9398767
1447045200,77101526.25457591
1447131600,73512905.70220378
1447218000,63098772.97867934
1447304400,63424994.047242254
1447390800,65956584.26479552
1447477200,66805116.007188186
1447563600,67629979.31368977
1447650000,68601006.4807985
1447736400,71407425.16660017
1447822800,73347619.0833722
1447909200,73195646.18319234
1447995600,69150880.59307319
1448082000,70930506.58800554
1448168400,72589156.01081654
1448254800,71708496.80720708
1448341200,70141811.25346053
1448427600,65684044.81041731
1448514000,64841524.43788986
1448600400,66076811.78546463
1448686800,67766393.18526533
1448773200,66463400.8579596
1448859600,65401401.12976486
1448946000,65608658.041174196
1449032400,63558922.65659467
1449118800,61107173.95736105
1449205200,61568845.755978346
1449291600,63776310.33746557
1449378000,64246792.72349355
